properties{
  x = 6400,
  y = 2880,
  width = 1600,
  height = 960,
  min_layer = -1,
  max_layer = 2,
  world = "outside_light_labors_tott",
  tileset = "outside_main",
  music = "same",
}

tile{
  layer = -1,
  x = 0,
  y = 96,
  width = 1600,
  height = 864,
  pattern = "103",
  tileset = "outside_other",
}

tile{
  layer = -1,
  x = 376,
  y = 360,
  width = 16,
  height = 192,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 504,
  y = 360,
  width = 16,
  height = 48,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 584,
  y = 440,
  width = 16,
  height = 112,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 168,
  y = 120,
  width = 96,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 264,
  y = 136,
  width = 128,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 392,
  y = 152,
  width = 16,
  height = 128,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 584,
  y = 200,
  width = 16,
  height = 80,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 600,
  y = 184,
  width = 48,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 664,
  y = 120,
  width = 16,
  height = 48,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 680,
  y = 104,
  width = 160,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 952,
  y = 104,
  width = 144,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 1112,
  y = 72,
  width = 176,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 1288,
  y = 88,
  width = 80,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 1368,
  y = 104,
  width = 16,
  height = 64,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 1400,
  y = 184,
  width = 112,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 1512,
  y = 200,
  width = 16,
  height = 160,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 1400,
  y = 584,
  width = 48,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 1224,
  y = 632,
  width = 144,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 1224,
  y = 808,
  width = 80,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 1352,
  y = 872,
  width = 112,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 1480,
  y = 792,
  width = 16,
  height = 64,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 1504,
  y = 776,
  width = 96,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = -8,
  y = 72,
  width = 144,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 0,
  y = 80,
  width = 128,
  height = 16,
  pattern = "918",
}

tile{
  layer = -1,
  x = 0,
  y = 48,
  width = 128,
  height = 16,
  pattern = "1291",
}

tile{
  layer = -1,
  x = 0,
  y = 40,
  width = 128,
  height = 8,
  pattern = "1289",
}

tile{
  layer = -1,
  x = 0,
  y = 64,
  width = 128,
  height = 16,
  pattern = "1294",
}

tile{
  layer = -1,
  x = 1504,
  y = 784,
  width = 96,
  height = 16,
  pattern = "918",
}

tile{
  layer = -1,
  x = 1504,
  y = 752,
  width = 96,
  height = 16,
  pattern = "1291",
}

tile{
  layer = -1,
  x = 1504,
  y = 744,
  width = 96,
  height = 8,
  pattern = "1289",
}

tile{
  layer = -1,
  x = 1504,
  y = 768,
  width = 96,
  height = 16,
  pattern = "1294",
}

tile{
  layer = -1,
  x = 1488,
  y = 784,
  width = 16,
  height = 16,
  pattern = "1340",
}

tile{
  layer = -1,
  x = 1464,
  y = 784,
  width = 8,
  height = 48,
  pattern = "1307",
}

tile{
  layer = -1,
  x = 1472,
  y = 800,
  width = 16,
  height = 48,
  pattern = "1309",
}

tile{
  layer = -1,
  x = 1488,
  y = 784,
  width = 16,
  height = 16,
  pattern = "1295",
}

tile{
  layer = -1,
  x = 1488,
  y = 768,
  width = 16,
  height = 16,
  pattern = "1292",
}

tile{
  layer = -1,
  x = 1472,
  y = 784,
  width = 16,
  height = 16,
  pattern = "1292",
}

tile{
  layer = -1,
  x = 1472,
  y = 768,
  width = 16,
  height = 16,
  pattern = "1318",
}

tile{
  layer = -1,
  x = 1488,
  y = 752,
  width = 16,
  height = 16,
  pattern = "1318",
}

tile{
  layer = -1,
  x = 1488,
  y = 800,
  width = 16,
  height = 48,
  pattern = "920",
}

tile{
  layer = -1,
  x = 1488,
  y = 784,
  width = 16,
  height = 16,
  pattern = "924",
}

tile{
  layer = -1,
  x = 1360,
  y = 880,
  width = 96,
  height = 16,
  pattern = "918",
}

tile{
  layer = -1,
  x = 1360,
  y = 848,
  width = 96,
  height = 16,
  pattern = "1291",
}

tile{
  layer = -1,
  x = 1360,
  y = 840,
  width = 96,
  height = 8,
  pattern = "1289",
}

tile{
  layer = -1,
  x = 1360,
  y = 864,
  width = 96,
  height = 16,
  pattern = "1294",
}

tile{
  layer = -1,
  x = 1456,
  y = 832,
  width = 16,
  height = 16,
  pattern = "1288",
}

tile{
  layer = -1,
  x = 1456,
  y = 864,
  width = 16,
  height = 16,
  pattern = "1295",
}

tile{
  layer = -1,
  x = 1472,
  y = 848,
  width = 16,
  height = 16,
  pattern = "1295",
}

tile{
  layer = -1,
  x = 1456,
  y = 848,
  width = 16,
  height = 16,
  pattern = "1292",
}

tile{
  layer = -1,
  x = 1456,
  y = 864,
  width = 16,
  height = 16,
  pattern = "924",
}

tile{
  layer = -1,
  x = 1472,
  y = 848,
  width = 16,
  height = 16,
  pattern = "924",
}

tile{
  layer = -1,
  x = 1456,
  y = 880,
  width = 16,
  height = 16,
  pattern = "925",
}

tile{
  layer = -1,
  x = 1472,
  y = 864,
  width = 16,
  height = 16,
  pattern = "925",
}

tile{
  layer = -1,
  x = 1488,
  y = 848,
  width = 16,
  height = 16,
  pattern = "925",
}

tile{
  layer = -1,
  x = 1344,
  y = 832,
  width = 16,
  height = 16,
  pattern = "1287",
}

tile{
  layer = -1,
  x = 1344,
  y = 864,
  width = 16,
  height = 16,
  pattern = "1293",
}

tile{
  layer = -1,
  x = 1344,
  y = 848,
  width = 16,
  height = 16,
  pattern = "1290",
}

tile{
  layer = -1,
  x = 1344,
  y = 864,
  width = 16,
  height = 16,
  pattern = "922",
}

tile{
  layer = -1,
  x = 1344,
  y = 880,
  width = 16,
  height = 16,
  pattern = "923",
}

tile{
  layer = -1,
  x = 1328,
  y = 816,
  width = 16,
  height = 16,
  pattern = "1287",
}

tile{
  layer = -1,
  x = 1328,
  y = 848,
  width = 16,
  height = 16,
  pattern = "1293",
}

tile{
  layer = -1,
  x = 1328,
  y = 832,
  width = 16,
  height = 16,
  pattern = "1290",
}

tile{
  layer = -1,
  x = 1328,
  y = 848,
  width = 16,
  height = 16,
  pattern = "922",
}

tile{
  layer = -1,
  x = 1328,
  y = 864,
  width = 16,
  height = 16,
  pattern = "923",
}

tile{
  layer = -1,
  x = 1312,
  y = 800,
  width = 16,
  height = 16,
  pattern = "1287",
}

tile{
  layer = -1,
  x = 1312,
  y = 832,
  width = 16,
  height = 16,
  pattern = "1293",
}

tile{
  layer = -1,
  x = 1312,
  y = 816,
  width = 16,
  height = 16,
  pattern = "1290",
}

tile{
  layer = -1,
  x = 1312,
  y = 832,
  width = 16,
  height = 16,
  pattern = "922",
}

tile{
  layer = -1,
  x = 1312,
